Spain, Cohort fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1978    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1978    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    12-    0   10000   0.00003   0.00003      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1979    13     1   10000   0.00007   0.00007      0     0      0   0.00918   0.02057      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1979    14     3    9999   0.00032   0.00032      1     0      1   0.01303   0.03455      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1979    15    14    9996   0.00136   0.00135      4     0      4   0.03019   0.07797      0      0      0   0.02507   0.12741      0      0      0         .         .      0      0      0         .         .       0        .
1979    16    34    9982   0.00338   0.00338     18     2     17   0.05266   0.10105      0      0      0   0.05082   0.17058      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1979    17    64    9949   0.00647   0.00645     51     5     49   0.06029   0.09656      2      0      2   0.08035   0.16679      0      0      0   0.12378   0.41761      0      0      0         .         .       0        .
1979    18    95    9884   0.00971   0.00966    116    10    109   0.06539   0.09112      7      1      6   0.05435   0.09338      0      0      0   0.00000   0.00000      0      0      0   0.00000   0.00000       0     4.00
1979    19   126    9789   0.01297   0.01288    211    18    194   0.07426   0.09483     17      2     16   0.06258   0.09611      1      0      1   0.23297   0.36909      0      0      0   0.00000   0.00000       0     4.00
1979    20   147    9663   0.01532   0.01520    337    29    302   0.08145   0.09729     35      3     33   0.07497   0.10473      3      0      2   0.08778   0.15140      0      0      0   0.01584   0.02238       0     4.00
1979    21   168    9516   0.01782   0.01766    484    43    420   0.08842   0.10163     65      6     59   0.08166   0.10697      6      1      5   0.12190   0.18369      1      0      1   0.07452   0.12463       0     4.01
1979    22   190    9348   0.02057   0.02036    652    60    545   0.09826   0.11001    107     10     95   0.08080   0.10216     12      1     11   0.08992   0.12564      2      0      2   0.10452   0.14580       0     4.06
1979    23   214    9158   0.02366   0.02338    842    75    675   0.10100   0.11139    167     14    145   0.08117   0.09820     22      2     19   0.09117   0.12004      3      1      3   0.12783   0.17619       0     4.11
1979    24   251    8943   0.02847   0.02807   1057    92    814   0.10344   0.11351    242     18    206   0.07600   0.08963     36      3     31   0.08314   0.10368      5      1      5   0.09275   0.12093       1     4.17
1979    25   299    8692   0.03504   0.03443   1308   110    973   0.10327   0.11330    335     21    280   0.06582   0.07626     55      4     46   0.07996   0.09466      8      1      8   0.10362   0.13034       2     4.18
1979    26   357    8393   0.04351   0.04259   1607   131   1162   0.10273   0.11275    445     26    369   0.06290   0.07180     76      5     63   0.07142   0.08341     13      2     13   0.10174   0.12259       3     4.20
1979    27   412    8036   0.05264   0.05129   1964   159   1388   0.10510   0.11468    576     32    474   0.05920   0.06717    103      7     84   0.07374   0.08452     18      3     18   0.12730   0.15235       4     4.23
1979    28   478    7623   0.06475   0.06272   2377   201   1641   0.11274   0.12227    735     40    601   0.05833   0.06614    134     10    109   0.07651   0.08712     25      4     25   0.11936   0.14181       7     4.28
1979    29   524    7145   0.07607   0.07329   2855   240   1919   0.11645   0.12506    936     46    762   0.05402   0.06088    174     12    139   0.07522   0.08456     35      4     35   0.10781   0.12608      11     4.30
1979    30   547    6622   0.08618   0.08262   3378   274   2202   0.11715   0.12441   1176     51    955   0.04801   0.05361    220     13    174   0.06539   0.07265     47      5     47   0.09499   0.10788      15     4.32
1979    31   546    6075   0.09413   0.08989   3925   319   2476   0.12341   0.12906   1450     56   1178   0.04273   0.04751    272     13    213   0.05607   0.06172     59      6     59   0.08620   0.09575      20     4.34
1979    32   527    5528   0.10008   0.09531   4472   358   2702   0.12839   0.13241   1769     59   1442   0.03720   0.04105    328     13    255   0.04767   0.05196     72      6     72   0.07614   0.08313      26     4.35
1979    33   470    5002   0.09868   0.09404   4998   375   2871   0.12829   0.13044   2127     64   1740   0.03377   0.03678    387     14    301   0.04382   0.04744     86      6     86   0.06887   0.07462      32     4.37
1979    34   426    4531   0.09861   0.09398   5469   389   2967   0.13040   0.13120   2502     69   2051   0.03101   0.03343    451     15    351   0.03997   0.04302    100      6    100   0.05941   0.06391      38     4.38
1979    35   376    4105   0.09599   0.09159   5895   398   3004   0.13313   0.13263   2891     76   2372   0.03017   0.03222    519     15    404   0.03484   0.03748    115      7    115   0.05925   0.06315      44     4.39
1979    36   319    3729   0.08948   0.08564   6271   371   2981   0.12569   0.12460   3289     78   2694   0.02738   0.02887    596     16    466   0.03287   0.03504    130      8    130   0.05703   0.06060      52     4.40
1979    37   255    3410   0.07776   0.07485   6590   318   2929   0.10986   0.10868   3661     76   2987   0.02438   0.02537    674     16    527   0.02927   0.03092    146      8    146   0.04861   0.05131      60     4.41
1979    38   202    3155   0.06615   0.06403   6845   255   2866   0.08993   0.08910   3979     70   3230   0.02113   0.02174    749     16    587   0.02615   0.02736    163      8    163   0.04783   0.05018      67     4.41
1979    39   155    2953   0.05407   0.05265   7047   193   2813   0.06902   0.06856   4235     57   3415   0.01651   0.01684    820     14    641   0.02171   0.02244    179      8    179   0.04340   0.04514      75     4.42
1979    40   124    2797   0.04550   0.04448   7203   137   2775   0.04959   0.04948   4427     43   3550   0.01208   0.01224    877     12    684   0.01644   0.01682    193      8    193   0.03788   0.03900      83     4.43
1979    41     .    2673         .         .   7327     .   2762         .         .   4565      .   3644         .         .    921      .    716         .         .    205      .    205         .         .      91     4.44
1979    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1979    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    12-    0   10000   0.00001   0.00001      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1980    13     1   10000   0.00006   0.00006      0     0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1980    14     3    9999   0.00030   0.00030      1     0      1   0.05799   0.17398      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1980    15    12    9996   0.00124   0.00124      4     0      4   0.04215   0.11265      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1980    16    33    9984   0.00330   0.00330     16     1     16   0.04699   0.09428      1      0      1   0.00798   0.01899      0      0      0         .         .      0      0      0         .         .       0        .
1980    17    65    9951   0.00652   0.00650     49     4     47   0.05568   0.09140      2      0      2   0.05731   0.11585      0      0      0         .         .      0      0      0         .         .       0        .
1980    18   100    9886   0.01017   0.01012    114    10    107   0.06775   0.09603      6      1      6   0.07731   0.13776      0      0      0   0.00000   0.00000      0      0      0   0.00000   0.00000       0     4.00
1980    19   136    9786   0.01401   0.01391    214    19    197   0.07544   0.09781     17      2     16   0.07747   0.12084      1      0      1   0.07138   0.12964      0      0      0   0.00000   0.00000       0     4.00
1980    20   159    9650   0.01662   0.01648    350    33    314   0.08770   0.10530     36      4     33   0.07735   0.11184      3      0      3   0.05614   0.09046      0      0      0         .         .       0     4.00
1980    21   178    9491   0.01893   0.01875    509    47    440   0.09343   0.10732     69      7     62   0.08397   0.11112      7      1      6   0.08719   0.12993      0      0      0   0.15258   0.30633       0     4.37
1980    22   199    9313   0.02156   0.02133    687    63    571   0.09889   0.11064    116     11    103   0.08511   0.10676     14      1     12   0.07983   0.11081      1      0      1   0.10845   0.16966       0     4.22
1980    23   223    9114   0.02479   0.02449    886    77    706   0.09866   0.10887    179     15    155   0.07920   0.09510     25      2     22   0.07598   0.09776      3      0      3   0.13165   0.18635       0     4.18
1980    24   255    8891   0.02912   0.02870   1109    94    853   0.10125   0.11079    256     19    217   0.07389   0.08676     39      3     35   0.07555   0.09266      5      1      5   0.12212   0.16344       1     4.20
1980    25   302    8636   0.03561   0.03499   1364   114   1013   0.10263   0.11217    351     23    293   0.06810   0.07865     58      5     50   0.08045   0.09508      8      1      8   0.11695   0.15213       2     4.22
1980    26   360    8334   0.04415   0.04320   1666   137   1202   0.10393   0.11359    464     30    383   0.06857   0.07810     81      6     68   0.07626   0.08953     13      2     13   0.13550   0.16819       3     4.23
1980    27   414    7974   0.05329   0.05190   2026   172   1425   0.11098   0.12042    601     36    490   0.06534   0.07436    111      9     92   0.08161   0.09390     19      3     19   0.12810   0.15758       5     4.27
1980    28   467    7560   0.06379   0.06182   2440   204   1668   0.11326   0.12221    772     44    625   0.06217   0.07012    147     10    120   0.07404   0.08443     27      4     27   0.12421   0.14711       8     4.29
1980    29   506    7093   0.07391   0.07128   2907   231   1931   0.11183   0.11977    976     46    785   0.05272   0.05893    191     11    154   0.06712   0.07472     38      5     38   0.10869   0.12528      12     4.32
1980    30   535    6587   0.08470   0.08126   3413   271   2205   0.11590   0.12284   1208     50    970   0.04653   0.05182    238     13    188   0.06060   0.06666     49      5     49   0.08593   0.09692      17     4.34
1980    31   538    6052   0.09303   0.08889   3948   317   2470   0.12306   0.12856   1478     55   1191   0.04128   0.04584    288     12    226   0.04897   0.05356     62      5     62   0.08110   0.08907      22     4.35
1980    32   520    5514   0.09898   0.09431   4486   343   2690   0.12362   0.12768   1796     59   1454   0.03683   0.04044    342     14    269   0.04733   0.05129     74      6     74   0.07454   0.08151      27     4.37
1980    33   472    4994   0.09920   0.09451   5006   379   2867   0.13010   0.13221   2139     65   1738   0.03404   0.03712    401     15    314   0.04346   0.04691     88      6     88   0.06769   0.07338      33     4.38
1980    34   438    4522   0.10184   0.09691   5478   407   2960   0.13670   0.13743   2518     72   2053   0.03254   0.03519    466     16    363   0.04037   0.04350    102      7    102   0.06266   0.06750      39     4.39
1980    35   383    4084   0.09848   0.09386   5916   403   2991   0.13532   0.13487   2925     80   2387   0.03145   0.03358    538     17    420   0.03722   0.04002    118      8    118   0.05936   0.06359      46     4.39
1980    36   319    3700   0.09013   0.08624   6300   370   2971   0.12546   0.12440   3329     81   2711   0.02834   0.02985    618     18    483   0.03476   0.03703    135      9    135   0.06111   0.06516      54     4.40
1980    37   252    3381   0.07733   0.07446   6619   312   2921   0.10800   0.10689   3698     77   2999   0.02478   0.02576    699     18    546   0.03185   0.03357    153      8    153   0.05206   0.05519      63     4.41
1980    38   201    3129   0.06625   0.06412   6871   253   2860   0.08911   0.08831   4010     70   3234   0.02117   0.02177    776     17    605   0.02745   0.02865    171      9    171   0.05050   0.05306      71     4.42
1980    39   162    2929   0.05675   0.05518   7071   191   2808   0.06838   0.06802   4263     58   3416   0.01679   0.01711    847     15    658   0.02163   0.02235    188      8    188   0.04222   0.04387      80     4.43
1980    40     .    2767         .         .   7233     .   2779         .         .   4454      .   3549         .         .    905      .    702         .         .    203      .    203         .         .      88     4.44
1980    41     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1980    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    12-    0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1981    13     1   10000   0.00006   0.00006      0     0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1981    14     3    9999   0.00032   0.00032      1     0      1   0.00984   0.03437      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1981    15    13    9996   0.00127   0.00127      4     0      4   0.02833   0.07359      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1981    16    33    9983   0.00329   0.00329     17     2     16   0.05236   0.10257      0      0      0   0.02831   0.10363      0      0      0         .         .      0      0      0         .         .       0        .
1981    17    67    9951   0.00674   0.00672     49     4     47   0.05293   0.08797      2      0      2   0.05018   0.10152      0      0      0   0.04565   0.18280      0      0      0         .         .       0        .
1981    18   106    9884   0.01076   0.01070    116    11    110   0.06755   0.09673      6      1      6   0.06386   0.11765      0      0      0   0.00000   0.00000      0      0      0   0.00000   0.00000       0     4.00
1981    19   145    9778   0.01499   0.01488    222    20    205   0.07653   0.09984     17      2     16   0.08426   0.13307      1      0      1   0.09928   0.20331      0      0      0   0.00000   0.00000       0     4.00
1981    20   172    9633   0.01806   0.01790    367    35    330   0.08890   0.10733     37      4     34   0.08069   0.11770      3      0      3   0.09383   0.15316      0      0      0   0.14442   0.30773       0     4.00
1981    21   187    9460   0.01992   0.01973    540    50    467   0.09371   0.10740     73      7     66   0.08381   0.11118      7      1      6   0.09022   0.13527      1      0      1   0.31231   0.52887       0     4.09
1981    22   206    9273   0.02245   0.02220    727    65    604   0.09715   0.10845    123     11    109   0.07989   0.09999     14      2     13   0.10127   0.13703      1      0      1   0.13728   0.21802       0     4.26
1981    23   228    9068   0.02546   0.02514    932    80    744   0.09740   0.10710    188     15    163   0.07835   0.09381     25      2     22   0.08693   0.11234      3      1      3   0.12554   0.17300       1     4.22
1981    24   259    8840   0.02969   0.02926   1160    99    892   0.10217   0.11130    268     19    228   0.07046   0.08292     41      4     35   0.08343   0.10181      6      1      6   0.09744   0.12756       1     4.22
1981    25   309    8581   0.03663   0.03597   1419   119   1052   0.10365   0.11300    367     25    308   0.07143   0.08227     59      6     50   0.09744   0.11640      9      1      9   0.10851   0.14265       2     4.22
1981    26   366    8272   0.04519   0.04419   1728   149   1242   0.11074   0.12038    486     33    401   0.07145   0.08183     85      7     70   0.08221   0.09759     15      2     15   0.13168   0.16130       3     4.22
1981    27   405    7907   0.05263   0.05128   2093   173   1458   0.10969   0.11845    636     38    518   0.06527   0.07374    118      9     96   0.08009   0.09239     22      3     22   0.10095   0.12132       6     4.26
1981    28   446    7501   0.06128   0.05946   2499   196   1690   0.10797   0.11596    808     44    653   0.05980   0.06678    156     10    125   0.07121   0.08075     31      4     31   0.11034   0.12846       8     4.27
1981    29   493    7055   0.07248   0.06994   2945   230   1940   0.11075   0.11829   1004     46    805   0.05129   0.05714    199     10    159   0.05929   0.06594     41      4     41   0.09398   0.10601      12     4.30
1981    30   522    6562   0.08278   0.07949   3438   265   2204   0.11367   0.12029   1234     49    988   0.04428   0.04913    245     12    194   0.05489   0.06011     51      4     51   0.07392   0.08233      17     4.33
1981    31   527    6040   0.09126   0.08728   3960   301   2461   0.11698   0.12235   1499     52   1205   0.03947   0.04355    294     12    231   0.04665   0.05077     63      5     63   0.07086   0.07745      21     4.33
1981    32   515    5513   0.09808   0.09349   4487   341   2687   0.12304   0.12702   1800     60   1454   0.03743   0.04106    346     15    272   0.04932   0.05342     75      6     75   0.06911   0.07583      26     4.35
1981    33   486    4998   0.10217   0.09720   5002   389   2861   0.13380   0.13606   2141     68   1735   0.03605   0.03939    406     15    317   0.04334   0.04700     89      7     89   0.06744   0.07307      31     4.35
1981    34   442    4512   0.10306   0.09801   5488   411   2958   0.13827   0.13900   2531     75   2056   0.03394   0.03671    474     17    370   0.04301   0.04640    104      7    104   0.06189   0.06700      38     4.36
1981    35   381    4070   0.09824   0.09364   5930   404   2989   0.13568   0.13516   2942     83   2392   0.03239   0.03457    550     18    429   0.03958   0.04256    121      8    121   0.05809   0.06246      45     4.37
1981    36   312    3689   0.08836   0.08462   6311   363   2966   0.12360   0.12253   3346     83   2713   0.02904   0.03054    633     19    493   0.03607   0.03841    140      9    140   0.06227   0.06650      53     4.38
1981    37   250    3376   0.07686   0.07402   6624   305   2914   0.10561   0.10461   3709     80   2994   0.02560   0.02657    715     20    557   0.03424   0.03606    158      9    158   0.05224   0.05555      62     4.39
1981    38   203    3126   0.06720   0.06502   6874   244   2860   0.08598   0.08536   4014     69   3219   0.02100   0.02157    795     18    616   0.02809   0.02926    179      9    179   0.04794   0.05036      71     4.40
1981    39     .    2923         .         .   7077     .   2819         .         .   4258      .   3394         .         .    864      .    668         .         .    197      .    197         .         .      80     4.40
1981    40     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    41     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1981    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    12-    0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1982    13     0   10000   0.00004   0.00004      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1982    14     3   10000   0.00028   0.00028      0     0      0   0.05476   0.22453      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1982    15    13    9997   0.00132   0.00132      3     0      3   0.03620   0.10963      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1982    16    35    9984   0.00351   0.00350     16     1     16   0.04404   0.09023      0      0      0   0.02053   0.05055      0      0      0         .         .      0      0      0         .         .       0        .
1982    17    71    9949   0.00714   0.00712     51     4     49   0.05079   0.08499      2      0      2   0.05189   0.10652      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1982    18   114    9878   0.01160   0.01153    122    12    116   0.07322   0.10530      6      1      6   0.08546   0.16683      0      0      0   0.09660   0.29206      0      0      0         .         .       0        .
1982    19   154    9764   0.01587   0.01574    236    23    218   0.08235   0.10700     18      2     17   0.08072   0.13033      1      0      1   0.13707   0.25339      0      0      0   0.00000   0.00000       0     4.00
1982    20   180    9610   0.01891   0.01874    390    37    348   0.08736   0.10534     42      4     38   0.08187   0.11640      3      1      3   0.12185   0.19754      0      0      0   0.00774   0.01436       0     4.00
1982    21   199    9430   0.02133   0.02110    570    53    492   0.09434   0.10833     78      7     70   0.07849   0.10407      8      1      7   0.09848   0.14352      1      0      1   0.14369   0.21757       0     4.01
1982    22   213    9231   0.02333   0.02306    769    69    637   0.09659   0.10752    132     11    116   0.07701   0.09599     15      2     13   0.10419   0.14073      2      0      2   0.12806   0.18901       0     4.11
1982    23   234    9018   0.02630   0.02596    982    84    782   0.09836   0.10779    200     16    174   0.07682   0.09192     26      3     23   0.08944   0.11591      4      1      4   0.12512   0.16787       1     4.15
1982    24   270    8784   0.03121   0.03073   1216   105    931   0.10358   0.11275    284     20    242   0.06924   0.08145     42      4     36   0.08769   0.10706      6      1      6   0.08515   0.11056       1     4.19
1982    25   319    8514   0.03818   0.03747   1486   130   1096   0.10916   0.11857    389     28    327   0.07346   0.08493     62      6     52   0.09312   0.11286     10      2     10   0.11920   0.15305       2     4.19
1982    26   352    8195   0.04384   0.04290   1805   154   1285   0.11154   0.12010    519     33    430   0.06740   0.07692     90      7     74   0.08019   0.09437     16      3     16   0.13337   0.16214       4     4.22
1982    27   381    7844   0.04983   0.04862   2156   166   1483   0.10462   0.11220    674     39    551   0.06313   0.07044    123      9    100   0.07606   0.08751     23      3     23   0.09509   0.11308       6     4.27
1982    28   432    7462   0.05955   0.05783   2538   193   1698   0.10594   0.11340    840     43    678   0.05730   0.06361    162      9    130   0.06435   0.07270     32      4     32   0.09972   0.11451       9     4.27
1982    29   479    7031   0.07061   0.06820   2969   223   1937   0.10788   0.11503   1033     46    828   0.05022   0.05558    205     11    164   0.05840   0.06472     41      4     41   0.08641   0.09749      12     4.30
1982    30   506    6551   0.08037   0.07727   3449   255   2193   0.10991   0.11621   1255     50   1004   0.04511   0.04971    251     12    199   0.05371   0.05886     52      4     52   0.07366   0.08198      16     4.32
1982    31   526    6045   0.09092   0.08697   3955   297   2445   0.11595   0.12138   1510     54   1209   0.04032   0.04437    301     13    237   0.04999   0.05429     64      5     64   0.06959   0.07664      21     4.33
1982    32   519    5519   0.09870   0.09406   4481   353   2674   0.12819   0.13216   1807     63   1453   0.03960   0.04355    354     15    278   0.04958   0.05388     76      5     76   0.06541   0.07182      26     4.33
1982    33   485    5000   0.10190   0.09696   5000   393   2839   0.13610   0.13831   2160     72   1743   0.03806   0.04155    418     17    326   0.04708   0.05110     91      7     91   0.06967   0.07603      31     4.34
1982    34   429    4515   0.09985   0.09510   5485   407   2932   0.13818   0.13871   2553     80   2063   0.03585   0.03869    490     18    382   0.04428   0.04785    108      7    108   0.06175   0.06697      38     4.35
1982    35   368    4086   0.09424   0.09000   5914   394   2954   0.13381   0.13323   2960     84   2390   0.03298   0.03512    570     19    444   0.03992   0.04284    126      9    126   0.06310   0.06784      45     4.36
1982    36   309    3718   0.08663   0.08303   6282   348   2928   0.11975   0.11894   3353     85   2699   0.03004   0.03150    654     20    508   0.03711   0.03948    145      9    145   0.06096   0.06517      54     4.37
1982    37   251    3410   0.07646   0.07365   6590   293   2889   0.10202   0.10129   3702     80   2963   0.02611   0.02704    739     21    573   0.03430   0.03608    165      9    165   0.05205   0.05530      63     4.38
1982    38     .    3158         .         .   6842     .   2847         .         .   3994      .   3175         .         .    819      .    633         .         .    186      .    186         .         .      72     4.39
1982    39     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    40     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    41     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1982    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
