Spain, Cohort fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1972    40   105    2423   0.04423   0.04328   7577   123   2874   0.04288   0.04274   4703     41   3856   0.01049   0.01060    847     10    679   0.01395   0.01427    169      6    169   0.03663   0.03768      79     4.47
1972    41    75    2318   0.03276   0.03223   7682    82   2856   0.02871   0.02867   4826     27   3938   0.00693   0.00697    888      7    710   0.01011   0.01025    178      5    178   0.02621   0.02674      85     4.48
1972    42    52    2243   0.02346   0.02318   7757    52   2849   0.01840   0.01840   4908     19   3992   0.00465   0.00467    916      5    730   0.00696   0.00703    186      3    186   0.01858   0.01884      90     4.49
1972    43    34    2191   0.01563   0.01551   7809    31   2848   0.01087   0.01087   4960     11   4026   0.00268   0.00269    934      3    744   0.00458   0.00460    191      3    191   0.01379   0.01392      94     4.49
1972    44    24    2157   0.01105   0.01099   7843    18   2851   0.00638   0.00639   4991      7   4046   0.00169   0.00170    945      2    751   0.00270   0.00271    194      2    194   0.00781   0.00785      96     4.50
1972    45    17    2134   0.00779   0.00776   7866    10   2857   0.00363   0.00363   5010      3   4058   0.00084   0.00084    952      1    756   0.00124   0.00124    196      1    196   0.00461   0.00462      98     4.50
1972    46    10    2117   0.00483   0.00482   7883     6   2863   0.00198   0.00198   5020      2   4064   0.00048   0.00048    955      1    758   0.00075   0.00075    197      1    197   0.00359   0.00360      99     4.50
1972    47     6    2107   0.00275   0.00275   7893     3   2868   0.00105   0.00105   5026      1   4068   0.00024   0.00024    957      0    760   0.00045   0.00045    198      0    198   0.00220   0.00220      99     4.50
1972    48     .    2101         .         .   7899     .   2870         .         .   5029      .   4070         .         .    958      .    760         .         .    198      .    198         .         .     100     4.50
1972    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1972    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1972    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1972    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1972    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1972    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1972    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1973    12-    0   10000   0.00001   0.00001      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1973    13     1   10000   0.00006   0.00006      0     0      0   0.09092   0.55316      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1973    14     4    9999   0.00042   0.00042      1     0      1   0.03412   0.14245      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1973    15    18    9995   0.00183   0.00183      5     0      5   0.02674   0.07768      0      0      0   0.08884   0.21156      0      0      0         .         .      0      0      0         .         .       0        .
1973    16    50    9977   0.00505   0.00504     23     2     23   0.03923   0.08127      0      0      0   0.04595   0.13426      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1973    17    94    9927   0.00951   0.00947     73     6     71   0.05472   0.08848      2      0      2   0.07398   0.17161      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1973    18   136    9833   0.01393   0.01384    167    13    159   0.06049   0.08388      9      1      8   0.05114   0.09066      0      0      0   0.09511   0.16180      0      0      0         .         .       0        .
1973    19   168    9697   0.01744   0.01729    303    24    281   0.06820   0.08560     22      2     21   0.05893   0.09054      1      0      1   0.14474   0.24666      0      0      0   0.00000   0.00000       0     4.00
1973    20   171    9529   0.01808   0.01792    471    33    425   0.06699   0.07783     46      4     43   0.07219   0.09652      3      1      3   0.11510   0.19146      0      0      0   0.08074   0.14001       0     4.00
1973    21   170    9358   0.01838   0.01821    642    44    563   0.07064   0.07856     79      6     72   0.06680   0.08452      7      1      6   0.06964   0.09949      1      0      1   0.09750   0.13256       0     4.06
1973    22   176    9188   0.01930   0.01912    812    59    689   0.07857   0.08523    123      8    110   0.06196   0.07614     13      1     12   0.07128   0.09327      2      0      2   0.11502   0.15691       0     4.11
1973    23   197    9012   0.02215   0.02191    988    74    806   0.08485   0.09137    182     12    160   0.06074   0.07248     22      2     19   0.08451   0.10580      3      0      3   0.10106   0.14012       0     4.15
1973    24   234    8815   0.02693   0.02657   1185    87    930   0.08659   0.09345    256     15    222   0.05751   0.06683     33      3     29   0.07940   0.09615      5      1      5   0.10624   0.13789       1     4.17
