Spain, Period fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
1993    35   0.17806   0.07012   0.06774    2909    197    2811   7091   0.21383   0.09170   0.08768   3153    286    3113   3938   0.43715   0.02112   0.02090   3399     74    3502    538   0.12808   0.01922   0.01904    473     10     504     66   0.04287   0.03310   0.03256     66      2      70     17
1993    36   0.16332   0.05663   0.05507    2712    149    2637   7288   0.19496   0.07210   0.06959   3065    219    3033   4223   0.44420   0.01806   0.01790   3611     67    3685    612   0.14527   0.01754   0.01739    537     10     565     75   0.05225   0.02949   0.02906     75      2      80     20
1993    37   0.15213   0.04638   0.04533    2563    116    2505   7437   0.17881   0.05153   0.05023   2995    153    2978   4442   0.44518   0.01425   0.01415   3763     54    3812    679   0.16134   0.01404   0.01394    594      9     616     85   0.06254   0.02268   0.02243     85      2      90     22
1993    38   0.14433   0.03844   0.03772    2447     92    2400   7553   0.16689   0.03736   0.03667   2958    110    2950   4595   0.44037   0.01097   0.01091   3862     43    3895    733   0.17585   0.01238   0.01230    639      8     656     94   0.07256   0.01861   0.01844     94      2      98     24
1993    39   0.13664   0.03265   0.03212    2354     76    2316   7646   0.15539   0.02676   0.02641   2940     79    2939   4706   0.43448   0.00870   0.00866   3930     34    3951    776   0.18965   0.00961   0.00956    674      7     688    102   0.08384   0.01656   0.01643    102      2     105     26
1993    40   0.13066   0.02500   0.02469    2279     56    2251   7721   0.14369   0.01698   0.01684   2937     50    2941   4784   0.42720   0.00575   0.00573   3974     23    3987    810   0.20197   0.00607   0.00605    702      4     711    109   0.09648   0.01189   0.01182    109      1     111     27
1993    41   0.12699   0.01723   0.01708    2222     38    2203   7778   0.13405   0.01009   0.01004   2943     30    2948   4834   0.41748   0.00349   0.00349   4001     14    4009    833   0.21289   0.00433   0.00432    720      3     726    113   0.10858   0.00838   0.00834    113      1     115     29
1993    42   0.12617   0.01245   0.01237    2184     27    2171   7816   0.12722   0.00606   0.00604   2952     18    2956   4864   0.40632   0.00218   0.00218   4017      9    4021    847   0.22085   0.00291   0.00290    731      2     734    116   0.11943   0.00562   0.00561    116      1     117     30
1993    43   0.12483   0.00821   0.00818    2157     18    2149   7843   0.11944   0.00319   0.00318   2961      9    2965   4882   0.39546   0.00114   0.00114   4026      5    4028    856   0.22778   0.00195   0.00194    738      1     739    118   0.13250   0.00335   0.00334    118      0     119     30
1993    44   0.12079   0.00503   0.00502    2140     11    2134   7860   0.11166   0.00179   0.00179   2969      5    2972   4891   0.38254   0.00045   0.00045   4031      2    4032    861   0.23609   0.00088   0.00088    741      1     741    120   0.14892   0.00185   0.00185    120      0     120     31
1993    45   0.12072   0.00245   0.00245    2129      5    2126   7871   0.10648   0.00102   0.00102   2974      3    2975   4897   0.36913   0.00019   0.00019   4034      1    4035    862   0.24141   0.00044   0.00044    742      0     742    120   0.16226   0.00091   0.00091    120      0     121     31
1993    46   0.12299   0.00121   0.00121    2124      3    2123   7876   0.10319   0.00021   0.00021   2977      1    2978   4900   0.35804   0.00006   0.00006   4036      0    4037    863   0.24310   0.00016   0.00016    742      0     743    121   0.17268   0.00048   0.00048    121      0     121     31
1993    47   0.12239   0.00068   0.00068    2121      1    2121   7879   0.10153   0.00021   0.00021   2978      1    2979   4900   0.34537   0.00002   0.00002   4037      0    4037    863   0.24427   0.00007   0.00007    743      0     743    121   0.18644   0.00025   0.00025    121      0     121     31
1993    48   0.12155   0.00066   0.00066    2120      1    2119   7880   0.09928   0.00004   0.00004   2979      0    2980   4901   0.33423   0.00004   0.00004   4037      0    4037    864   0.24459   0.00002   0.00002    743      0     743    121   0.20035   0.00015   0.00015    121      0     121     31
1993    49   0.12281   0.00017   0.00017    2118      0    2118   7882   0.09678   0.00013   0.00013   2981      0    2981   4901   0.32499   0.00000   0.00000   4037      0    4037    864   0.24367   0.00002   0.00002    743      0     743    121   0.21175   0.00002   0.00002    121      0     121     31
1993    50   0.12431   0.00022   0.00022    2118      0    2118   7882   0.09685   0.00028   0.00028   2981      1    2980   4901   0.31480   0.00001   0.00001   4038      0    4038    864   0.24133   0.00000   0.00000    743      0     743    121   0.22271   0.00006   0.00006    121      0     121     31
1993    51   0.12511   0.00000   0.00000    2118      0    2118   7882   0.09952   0.00000   0.00000   2980      0    2980   4902   0.30749   0.00000   0.00000   4038      0    4038    864   0.23713   0.00000   0.00000    743      0     743    121   0.23074   0.00002   0.00002    121      0     121     31
1993    52   0.12326   0.00004   0.00004    2118      0    2118   7882   0.09916   0.00005   0.00005   2980      0    2980   4902   0.30114   0.00002   0.00002   4038      0    4038    864   0.23655   0.00000   0.00000    743      0     743    121   0.23989   0.00004   0.00004    121      0     121     31
1993    53   0.12608   0.00004   0.00004    2117      0    2117   7883   0.09834   0.00000   0.00000   2980      0    2980   4902   0.29133   0.00000   0.00000   4039      0    4039    864   0.23437   0.00000   0.00000    743      0     743    121   0.24988   0.00004   0.00004    121      0     121     31
1993    54   0.12958   0.00000   0.00000    2117      0    2117   7883   0.10054   0.00006   0.00006   2980      0    2980   4902   0.28569   0.00002   0.00002   4039      0    4039    864   0.22925   0.00000   0.00000    743      0     743    121   0.25494   0.00000   0.00000    121      0     121     31
1993    55+  0.12810   0.00008   0.00008    2117      0    2117   7883   0.10187   0.00000   0.00000   2980      0    2980   4903   0.28594   0.00002   0.00002   4039      0    4039    864   0.22806   0.00000   0.00000    743      0     743    121   0.25603   0.00000   0.00000    121      0     121     31
1994    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1994    13   0.99996   0.00005   0.00005   10000      1   10000      0   0.00004   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1994    14   0.99975   0.00031   0.00031    9999      3    9998      1   0.00025   0.01406   0.01396      1      0       2      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1994    15   0.99856   0.00132   0.00132    9996     13    9990      4   0.00141   0.01855   0.01838      4      0      10      0   0.00002   0.13578   0.12715      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1994    16   0.99569   0.00354   0.00353    9983     35    9966     17   0.00416   0.03710   0.03642     17      1      34      0   0.00014   0.06664   0.06449      0      0       1      0   0.00001         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
1994    17   0.99000   0.00663   0.00661    9948     66    9915     52   0.00948   0.04242   0.04154     51      3      82      1   0.00050   0.02432   0.02403      1      0       2      0   0.00001         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
1994    18   0.97960   0.01062   0.01056    9882    104    9830    118   0.01884   0.05459   0.05314    113      9     162      5   0.00148   0.05849   0.05683      5      0       8      0   0.00007   0.04385   0.04291      0      0       0      0   0.00001         .         .      0      0       0      0
1994    19   0.96421   0.01394   0.01385    9778    135    9710    222   0.03211   0.06370   0.06173    208     17     270     14   0.00343   0.05294   0.05158     13      1      19      1   0.00022   0.13351   0.12516      1      0       1      0   0.00003   0.00000   0.00000      0      0       0      0
1994    20   0.94496   0.01690   0.01676    9642    162    9562    358   0.04797   0.06405   0.06207    327     25     397     31   0.00647   0.06420   0.06220     29      2      39      2   0.00053   0.10291   0.09787      1      0       2      0   0.00007   0.04424   0.04328      0      0       0      0
1994    21   0.92180   0.01971   0.01951    9481    185    9388    519   0.06597   0.07030   0.06792    463     38     540     56   0.01103   0.05973   0.05800     52      4      67      4   0.00108   0.05876   0.05708      4      0       5      0   0.00012   0.05090   0.04964      0      0       0      0
1994    22   0.89352   0.02366   0.02339    9296    217    9187    704   0.08660   0.07935   0.07632    610     55     695     94   0.01773   0.05221   0.05088     86      6     107      8   0.00187   0.08459   0.08116      7      1       9      1   0.00028   0.08798   0.08427      1      0       1      0
1994    23   0.85763   0.03082   0.03036    9078    276    8941    922   0.11129   0.08271   0.07943    772     73     879    150   0.02737   0.05178   0.05048    136      8     163     14   0.00308   0.10121   0.09633     12      2      15      1   0.00063   0.08840   0.08465      1      0       2      0
1994    24   0.80956   0.04154   0.04069    8803    358    8624   1197   0.14272   0.08787   0.08417    975     98    1113    222   0.04170   0.04496   0.04397    200     11     237     22   0.00498   0.06605   0.06394     19      2      23      3   0.00103   0.09321   0.08906      3      0       4      0
1994    25   0.75124   0.05389   0.05247    8445    443    8223   1555   0.17937   0.09328   0.08912   1235    131    1402    320   0.06024   0.04079   0.03997    287     14     337     33   0.00757   0.06215   0.06028     28      2      33      4   0.00158   0.08363   0.08027      4      0       5      1
