Spain, Period fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
1995    25   0.77435   0.04824   0.04710    8628    406    8425   1372   0.16419   0.08956   0.08572   1091    112    1248    281   0.05335   0.04344   0.04252    250     13     292     31   0.00667   0.06901   0.06671     27      2      31      4   0.00143   0.08430   0.08089      4      0       5      0
1995    26   0.70807   0.06348   0.06153    8221    506    7968   1779   0.20431   0.09616   0.09175   1386    151    1575    393   0.07571   0.03988   0.03910    349     16     406     44   0.00979   0.06408   0.06209     37      3      43      6   0.00211   0.10341   0.09833      6      1       7      1
1995    27   0.63312   0.08136   0.07818    7715    603    7414   2285   0.24654   0.10238   0.09739   1740    200    1957    544   0.10356   0.03372   0.03316    485     19     561     60   0.01376   0.05227   0.05094     51      3      57      9   0.00302   0.09324   0.08909      9      1      10      2
1995    28   0.55400   0.09955   0.09483    7112    674    6775   2888   0.28521   0.10843   0.10285   2143    257    2370    745   0.13751   0.03344   0.03289    666     26     765     79   0.01904   0.04811   0.04698     67      4      76     12   0.00425   0.09150   0.08750     12      1      14      3
1995    29   0.47516   0.11370   0.10759    6438    693    6091   3562   0.31403   0.11769   0.11115   2561    325    2765   1002   0.17901   0.03210   0.03160    897     33    1025    104   0.02589   0.03924   0.03848     89      4     101     16   0.00590   0.07261   0.07007     16      1      17      4
1995    30   0.39844   0.12372   0.11652    5745    669    5410   4255   0.33057   0.12762   0.11997   2928    394    3087   1327   0.22802   0.03070   0.03023   1190     41    1347    137   0.03482   0.03309   0.03255    118      4     134     20   0.00815   0.07015   0.06777     20      2      22      5
1995    31   0.33433   0.12144   0.11448    5076    581    4785   4924   0.33020   0.12905   0.12123   3203    426    3300   1721   0.27916   0.02879   0.02838   1542     49    1715    179   0.04542   0.03209   0.03158    154      6     174     24   0.01089   0.06476   0.06273     24      2      27      7
1995    32   0.28375   0.10811   0.10256    4495    461    4264   5505   0.31463   0.13080   0.12277   3359    442    3383   2147   0.32927   0.02717   0.02680   1919     57    2099    228   0.05820   0.02967   0.02924    198      7     221     30   0.01415   0.05644   0.05489     30      2      33      8
1995    33   0.24384   0.09749   0.09296    4034    375    3846   5966   0.29187   0.12349   0.11630   3377    416    3368   2589   0.37287   0.02568   0.02536   2304     63    2471    285   0.07312   0.02607   0.02573    249      7     275     36   0.01830   0.04550   0.04449     36      2      39     10
1995    34   0.21222   0.08592   0.08238    3659    301    3508   6341   0.26707   0.10869   0.10308   3336    360    3315   3005   0.40742   0.02237   0.02212   2657     63    2799    348   0.08927   0.02176   0.02152    305      7     331     43   0.02403   0.03842   0.03769     43      2      47     12
1995    35   0.18717   0.07429   0.07163    3357    240    3237   6643   0.24201   0.09353   0.08935   3277    304    3251   3365   0.43249   0.02068   0.02047   2954     64    3071    411   0.10672   0.01945   0.01926    360      8     387     51   0.03161   0.03361   0.03306     51      2      54     14
1995    36   0.17002   0.06206   0.06019    3117    188    3023   6883   0.22017   0.07330   0.07071   3214    234    3194   3670   0.44660   0.01747   0.01732   3195     57    3281    475   0.12386   0.01659   0.01646    416      7     441     58   0.03935   0.02938   0.02895     58      2      62     16
1995    37   0.15796   0.05018   0.04895    2929    143    2858   7071   0.20387   0.05414   0.05271   3167    171    3155   3904   0.45148   0.01351   0.01342   3372     46    3433    532   0.13938   0.01419   0.01409    466      7     486     65   0.04732   0.02446   0.02417     65      2      69     17
1995    38   0.14812   0.04081   0.04000    2786    111    2730   7214   0.18944   0.03875   0.03801   3140    122    3136   4074   0.45211   0.01084   0.01078   3496     38    3537    578   0.15388   0.01152   0.01145    506      6     522     72   0.05645   0.01929   0.01911     72      1      75     19
1995    39   0.14059   0.03086   0.03039    2674     81    2634   7326   0.17666   0.02424   0.02395   3130     76    3133   4196   0.44912   0.00733   0.00730   3579     26    3604    617   0.16727   0.00852   0.00849    538      5     549     78   0.06635   0.01429   0.01419     78      1      81     21
1995    40   0.13534   0.02605   0.02571    2593     67    2560   7407   0.16707   0.01624   0.01611   3135     51    3143   4272   0.44205   0.00511   0.00509   3629     19    3645    643   0.17975   0.00602   0.00601    560      3     568     83   0.07579   0.01210   0.01203     83      1      85     22
1995    41   0.12979   0.01862   0.01845    2526     47    2503   7474   0.15682   0.00873   0.00869   3151     28    3160   4323   0.43505   0.00306   0.00306   3661     11    3669    662   0.19208   0.00385   0.00384    575      2     580     86   0.08627   0.00857   0.00854     86      1      88     23
1995    42   0.12593   0.01210   0.01203    2480     30    2465   7520   0.14536   0.00540   0.00539   3170     17    3176   4351   0.42728   0.00156   0.00156   3678      6    3683    673   0.20322   0.00288   0.00288    584      2     586     89   0.09821   0.00564   0.00562     89      1      90     24
1995    43   0.12387   0.00826   0.00822    2450     20    2440   7550   0.13556   0.00271   0.00270   3182      9    3188   4368   0.41736   0.00093   0.00093   3689      3    3692    679   0.21342   0.00145   0.00145    588      1     590     90   0.10978   0.00327   0.00326     90      0      91     24
1995    44   0.12414   0.00423   0.00422    2430     10    2425   7570   0.12844   0.00142   0.00142   3194      5    3197   4376   0.40620   0.00045   0.00045   3694      2    3696    682   0.22103   0.00045   0.00045    591      0     592     91   0.12019   0.00206   0.00206     91      0      91     24
1995    45   0.12358   0.00270   0.00270    2420      7    2416   7580   0.12026   0.00132   0.00132   3200      4    3201   4381   0.39543   0.00015   0.00015   3697      1    3699    684   0.22780   0.00027   0.00027    592      0     592     92   0.13293   0.00113   0.00113     92      0      92     25
1995    46   0.12011   0.00103   0.00103    2413      2    2412   7587   0.11214   0.00035   0.00035   3202      1    3203   4385   0.38256   0.00008   0.00008   3701      0    3701    684   0.23608   0.00015   0.00015    593      0     593     92   0.14912   0.00045   0.00045     92      0      92     25
1995    47   0.12040   0.00048   0.00048    2411      1    2410   7589   0.10673   0.00011   0.00011   3203      0    3204   4386   0.36914   0.00000   0.00000   3702      0    3702    685   0.24139   0.00003   0.00003    593      0     593     92   0.16234   0.00022   0.00022     92      0      92     25
1995    48   0.12282   0.00018   0.00018    2409      0    2409   7591   0.10332   0.00017   0.00017   3204      1    3204   4387   0.35805   0.00000   0.00000   3702      0    3702    685   0.24309   0.00002   0.00002    593      0     593     92   0.17271   0.00000   0.00000     92      0      92     25
1995    49   0.12228   0.00020   0.00020    2409      0    2409   7591   0.10162   0.00008   0.00008   3204      0    3204   4387   0.34538   0.00000   0.00000   3702      0    3703    685   0.24427   0.00002   0.00002    593      0     593     92   0.18645   0.00000   0.00000     92      0      92     25
1995    50   0.12148   0.00003   0.00003    2409      0    2408   7591   0.09934   0.00008   0.00008   3204      0    3204   4387   0.33424   0.00000   0.00000   3703      0    3703    685   0.24459   0.00000   0.00000    593      0     593     92   0.20035   0.00000   0.00000     92      0      92     25
1995    51   0.12278   0.00003   0.00003    2408      0    2408   7592   0.09680   0.00000   0.00000   3204      0    3204   4388   0.32500   0.00000   0.00000   3703      0    3703    685   0.24367   0.00000   0.00000    593      0     593     92   0.21175   0.00000   0.00000     92      0      92     25
1995    52   0.12429   0.00004   0.00004    2408      0    2408   7592   0.09686   0.00009   0.00009   3204      0    3204   4388   0.31481   0.00000   0.00000   3703      0    3703    685   0.24133   0.00000   0.00000    593      0     593     92   0.22271   0.00000   0.00000     92      0      92     25
1995    53   0.12511   0.00004   0.00004    2408      0    2408   7592   0.09952   0.00005   0.00005   3204      0    3204   4388   0.30750   0.00000   0.00000   3703      0    3703    685   0.23713   0.00000   0.00000    593      0     593     92   0.23074   0.00000   0.00000     92      0      92     25
1995    54   0.12324   0.00008   0.00008    2408      0    2408   7592   0.09916   0.00000   0.00000   3204      0    3204   4388   0.30115   0.00000   0.00000   3703      0    3703    685   0.23656   0.00000   0.00000    593      0     593     92   0.23989   0.00000   0.00000     92      0      92     25
1995    55+  0.12110   0.00004   0.00004    2408      0    2408   7592   0.09748   0.00000   0.00000   3204      0    3204   4388   0.29722   0.00000   0.00000   3703      0    3703    685   0.23829   0.00000   0.00000    593      0     593     92   0.24591   0.00000   0.00000     92      0      92     25
1996    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1996    13   0.99997   0.00004   0.00004   10000      0   10000      0   0.00002   0.33287   0.28538      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1996    14   0.99978   0.00032   0.00032   10000      3    9998      0   0.00022   0.00000   0.00000      0      0       2      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1996    15   0.99900   0.00118   0.00118    9996     12    9990      4   0.00097   0.03308   0.03254      4      0       9      0   0.00003   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1996    16   0.99662   0.00334   0.00334    9985     33    9968     15   0.00325   0.05458   0.05313     15      2      31      0   0.00013   0.05277   0.05141      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1996    17   0.99130   0.00632   0.00630    9951     63    9920     49   0.00826   0.05788   0.05626     47      4      77      2   0.00042   0.04603   0.04499      2      0       3      0   0.00002   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
1996    18   0.98298   0.00906   0.00902    9889     89    9844    111   0.01587   0.06204   0.06018    105      9     146      7   0.00107   0.07838   0.07543      6      1       9      0   0.00007   0.12860   0.12083      0      0       0      0   0.00001         .         .      0      0       0      0
1996    19   0.97149   0.01160   0.01154    9799    113    9743    201   0.02597   0.06429   0.06228    185     15     236     16   0.00233   0.07730   0.07442     15      2      20      1   0.00019   0.06431   0.06230      1      0       1      0   0.00002   0.00000   0.00000      0      0       0      0
1996    20   0.95576   0.01371   0.01362    9686    132    9620    314   0.03899   0.06856   0.06629    283     23     339     31   0.00478   0.06927   0.06695     28      3      37      2   0.00041   0.11523   0.10895      2      0       3      0   0.00005   0.11053   0.10474      0      0       0      0
1996    21   0.93602   0.01529   0.01518    9554    145    9482    446   0.05438   0.07241   0.06988    392     33     450     54   0.00863   0.05933   0.05762     49      4      61      5   0.00083   0.11008   0.10433      4      1       6      1   0.00013   0.11141   0.10553      1      0       1      0
1996    22   0.91261   0.01846   0.01829    9409    172    9323    591   0.07161   0.08058   0.07746    504     46     571     87   0.01401   0.05641   0.05487     78      5      95      9   0.00155   0.06960   0.06726      8      1       9      1   0.00022   0.13616   0.12748      1      0       1      0
1996    23   0.88399   0.02252   0.02227    9237    206    9134    763   0.09152   0.08555   0.08204    630     60     707    133   0.02146   0.06086   0.05907    119      9     141     14   0.00264   0.08168   0.07848     12      1      15      2   0.00038   0.10989   0.10417      2      0       2      0
1996    24   0.84700   0.03022   0.02977    9031    269    8897    969   0.11652   0.08536   0.08187    775     75     878    193   0.03172   0.05298   0.05162    171     10     198     23   0.00401   0.08209   0.07885     20      2      23      3   0.00075   0.11315   0.10709      3      0       4      1
1996    25   0.79828   0.04135   0.04051    8763    355    8585   1237   0.14819   0.09147   0.08747    969    101    1104    268   0.04637   0.04125   0.04042    235     11     273     33   0.00585   0.06786   0.06563     28      2      32      5   0.00130   0.10374   0.09863      5      1       6      1
1996    26   0.73502   0.05689   0.05532    8408    465    8175   1592   0.18698   0.09800   0.09342   1223    137    1399    369   0.06740   0.04113   0.04030    325     15     375     44   0.00869   0.05737   0.05577     37      2      43      7   0.00192   0.07846   0.07550      7      1       8      2
1996    27   0.66126   0.07351   0.07091    7943    563    7661   2057   0.22940   0.10314   0.09808   1551    181    1757    506   0.09420   0.03790   0.03719    446     19     514     60   0.01240   0.05187   0.05056     50      3      57     10   0.00274   0.08290   0.07960     10      1      11      2
1996    28   0.58086   0.09190   0.08786    7379    648    7055   2621   0.27135   0.10994   0.10421   1933    237    2157    687   0.12700   0.03458   0.03399    608     24     699     79   0.01699   0.04786   0.04674     67      4      76     13   0.00379   0.09389   0.08968     13      1      14      3
1996    29   0.49976   0.10801   0.10248    6731    690    6386   3269   0.30582   0.11975   0.11298   2344    306    2557    924   0.16616   0.03168   0.03119    821     30     941    103   0.02308   0.04390   0.04295     87      4      98     16   0.00519   0.08398   0.08060     16      2      18      4
1996    30   0.42343   0.11668   0.11025    6041    666    5708   3959   0.32646   0.12633   0.11882   2728    366    2899   1231   0.21222   0.03008   0.02963   1097     37    1243    133   0.03090   0.03671   0.03605    113      5     127     20   0.00698   0.07922   0.07621     20      2      22      6
1996    31   0.35331   0.11616   0.10978    5375    590    5080   4625   0.33307   0.13254   0.12430   3028    415    3135   1597   0.26337   0.02905   0.02863   1426     46    1594    171   0.04083   0.03363   0.03307    145      5     164     25   0.00942   0.06357   0.06161     25      2      28      8
1996    32   0.29818   0.10828   0.10272    4785    492    4539   5215   0.32358   0.13251   0.12428   3203    431    3249   2012   0.31356   0.02793   0.02755   1795     55    1970    217   0.05226   0.03005   0.02960    186      6     208     31   0.01242   0.06123   0.05941     31      2      33      9
1996    33   0.25603   0.09538   0.09103    4294    391    4098   5706   0.30263   0.12765   0.11999   3263    417    3263   2443   0.35988   0.02537   0.02505   2171     59    2340    272   0.06561   0.02456   0.02426    235      6     259     37   0.01585   0.05032   0.04908     37      2      40     12
1996    34   0.22273   0.08204   0.07880    3903    308    3749   6097   0.27893   0.11666   0.11023   3238    375    3213   2859   0.39762   0.02360   0.02332   2528     63    2677    331   0.08060   0.02295   0.02269    288      7     314     43   0.02013   0.04670   0.04563     43      2      47     14
1996    35   0.19619   0.07033   0.06795    3595    244    3473   6405   0.25584   0.09782   0.09326   3170    308    3145   3234   0.42564   0.02037   0.02016   2840     60    2959    394   0.09636   0.01974   0.01955    344      7     369     50   0.02597   0.03853   0.03781     50      2      54     16
1996    36   0.17510   0.05803   0.05640    3351    189    3256   6649   0.23355   0.07960   0.07656   3107    245    3083   3542   0.44459   0.01846   0.01830   3087     59    3178    455   0.11316   0.01708   0.01693    397      7     422     58   0.03360   0.03254   0.03202     58      2      61     18
1996    37   0.16110   0.04458   0.04361    3162    138    3093   6838   0.21455   0.05880   0.05712   3051    178    3033   3787   0.45389   0.01517   0.01506   3274     51    3336    513   0.12916   0.01443   0.01433    448      7     470     65   0.04130   0.02810   0.02771     65      2      68     20
1996    38   0.15142   0.03333   0.03279    3024     99    2974   6976   0.20047   0.04444   0.04347   3010    133    2994   3966   0.45565   0.01132   0.01125   3402     39    3448    564   0.14333   0.01134   0.01128    492      6     509     72   0.04913   0.02198   0.02175     72      2      75     22
1996    39   0.14341   0.02393   0.02365    2925     69    2890   7075   0.18777   0.02764   0.02726   2976     82    2970   4099   0.45413   0.00897   0.00893   3496     32    3521    603   0.15665   0.00970   0.00966    526      5     539     77   0.05804   0.01663   0.01649     77      1      80     23
1996    40   0.13715   0.01790   0.01774    2856     51    2830   7144   0.17625   0.01903   0.01885   2963     56    2961   4181   0.44989   0.00624   0.00622   3546     22    3563    635   0.16909   0.00641   0.00638    552      4     561     83   0.06763   0.01319   0.01310     83      1      84     25
1996    41   0.13285   0.01133   0.01127    2805     32    2789   7195   0.16722   0.01229   0.01221   2958     36    2956   4237   0.44236   0.00410   0.00409   3580     15    3591    657   0.18089   0.00386   0.00386    571      2     577     86   0.07669   0.00957   0.00952     86      1      87     26
1996    42   0.12816   0.00766   0.00763    2773     21    2763   7227   0.15715   0.00687   0.00685   2953     20    2954   4273   0.43515   0.00230   0.00230   3602      8    3608    672   0.19260   0.00330   0.00329    583      2     586     89   0.08693   0.00549   0.00547     89      0      90     27
1996    43   0.12490   0.00401   0.00400    2752     11    2747   7248   0.14571   0.00379   0.00378   2954     11    2954   4294   0.42730   0.00149   0.00149   3614      5    3617    680   0.20341   0.00162   0.00162    589      1     592     90   0.09868   0.00393   0.00392     90      0      91     27
1996    44   0.12327   0.00218   0.00217    2741      6    2738   7259   0.13584   0.00171   0.00170   2954      5    2954   4305   0.41731   0.00074   0.00074   3620      3    3621    685   0.21355   0.00103   0.00103    594      1     595     91   0.11003   0.00244   0.00244     91      0      92     27
1996    45   0.12381   0.00097   0.00097    2735      3    2734   7265   0.12861   0.00077   0.00077   2955      2    2955   4310   0.40620   0.00038   0.00038   3622      1    3623    688   0.22108   0.00049   0.00049    596      0     596     92   0.12031   0.00130   0.00130     92      0      92     28
1996    46   0.12341   0.00054   0.00054    2733      1    2732   7267   0.12035   0.00024   0.00024   2955      1    2955   4312   0.39545   0.00013   0.00013   3623      0    3623    689   0.22781   0.00015   0.00015    597      0     597     92   0.13298   0.00066   0.00066     92      0      92     28
1996    47   0.12004   0.00043   0.00043    2731      1    2731   7269   0.11219   0.00018   0.00018   2956      1    2956   4313   0.38256   0.00003   0.00003   3623      0    3623    690   0.23608   0.00013   0.00013    597      0     597     92   0.14914   0.00027   0.00027     92      0      92     28
1996    48   0.12036   0.00010   0.00010    2730      0    2730   7270   0.10675   0.00007   0.00007   2956      0    2956   4314   0.36915   0.00002   0.00002   3624      0    3624    690   0.24138   0.00010   0.00010    597      0     597     93   0.16236   0.00010   0.00010     93      0      93     28
1996    49   0.12280   0.00007   0.00007    2730      0    2730   7270   0.10333   0.00004   0.00004   2957      0    2957   4314   0.35806   0.00001   0.00001   3624      0    3624    690   0.24309   0.00002   0.00002    597      0     597     93   0.17272   0.00000   0.00000     93      0      93     28
1996    50   0.12227   0.00003   0.00003    2730      0    2729   7270   0.10163   0.00000   0.00000   2957      0    2957   4314   0.34538   0.00000   0.00000   3624      0    3624    690   0.24427   0.00000   0.00000    597      0     597     93   0.18645   0.00000   0.00000     93      0      93     28
1996    51   0.12148   0.00007   0.00007    2729      0    2729   7271   0.09934   0.00000   0.00000   2957      0    2957   4314   0.33424   0.00000   0.00000   3624      0    3624    690   0.24459   0.00003   0.00003    597      0     597     93   0.20035   0.00000   0.00000     93      0      93     28
1996    52   0.12277   0.00000   0.00000    2729      0    2729   7271   0.09680   0.00000   0.00000   2957      0    2957   4314   0.32500   0.00000   0.00000   3624      0    3624    690   0.24367   0.00000   0.00000    597      0     597     93   0.21175   0.00000   0.00000     93      0      93     28
1996    53   0.12429   0.00004   0.00004    2729      0    2729   7271   0.09686   0.00000   0.00000   2957      0    2957   4314   0.31481   0.00000   0.00000   3624      0    3624    690   0.24133   0.00000   0.00000    597      0     597     93   0.22271   0.00000   0.00000     93      0      93     28
1996    54   0.12510   0.00000   0.00000    2729      0    2729   7271   0.09953   0.00000   0.00000   2957      0    2957   4314   0.30750   0.00000   0.00000   3624      0    3624    690   0.23713   0.00000   0.00000    597      0     597     93   0.23074   0.00000   0.00000     93      0      93     28
1996    55+  0.12538   0.00000   0.00000    2729      0    2729   7271   0.10086   0.00000   0.00000   2957      0    2957   4314   0.30507   0.00000   0.00000   3624      0    3624    690   0.23482   0.00000   0.00000    597      0     597     93   0.23386   0.00002   0.00002     93      0      93     28
1997    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1997    13   0.99998   0.00003   0.00003   10000      0   10000      0   0.00002   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1997    14   0.99981   0.00027   0.00027   10000      3    9998      0   0.00018   0.06606   0.06395      0      0       2      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1997    15   0.99901   0.00131   0.00131    9997     13    9990      3   0.00097   0.03500   0.03440      3      0       9      0   0.00002   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1997    16   0.99672   0.00332   0.00331    9984     33    9967     16   0.00316   0.04158   0.04074     16      1      32      0   0.00011   0.00000   0.00000      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1997    17   0.99176   0.00660   0.00658    9951     65    9918     49   0.00779   0.05960   0.05788     47      5      79      2   0.00042   0.07202   0.06952      2      0       3      0   0.00002   0.17311   0.15932      0      0       0      0   0.00000         .         .      0      0       0      0
1997    18   0.98349   0.00963   0.00958    9885     95    9838    115   0.01534   0.06406   0.06207    108     10     152      6   0.00110   0.04069   0.03987      6      0       9      0   0.00006   0.00000   0.00000      0      0       0      0   0.00001         .         .      0      0       0      0
1997    19   0.97257   0.01232   0.01225    9791    120    9731    209   0.02495   0.06591   0.06380    193     16     247     16   0.00227   0.08171   0.07850     16      2      21      1   0.00019   0.06553   0.06345      1      0       1      0   0.00002   0.00000   0.00000      0      0       0      0
1997    20   0.95912   0.01380   0.01371    9671    133    9604    329   0.03613   0.07826   0.07531    297     28     352     33   0.00428   0.07750   0.07461     30      3      40      2   0.00042   0.10749   0.10201      2      0       3      0   0.00005   0.11945   0.11272      0      0       0      0
1997    21   0.94198   0.01550   0.01538    9538    147    9465    462   0.04947   0.07795   0.07502    402     36     460     60   0.00767   0.06478   0.06275     55      4      68      5   0.00076   0.12024   0.11342      5      1       6      0   0.00012   0.02409   0.02380      0      0       1      0
1997    22   0.92064   0.01727   0.01712    9391    161    9311    609   0.06520   0.07455   0.07187    513     43     575     96   0.01256   0.05945   0.05774     86      6     102     10   0.00136   0.08840   0.08466      9      1      11      1   0.00024   0.12457   0.11726      1      0       2      0
1997    23   0.89457   0.02188   0.02164    9231    200    9131    769   0.08334   0.08251   0.07924    631     58     706    139   0.01936   0.05360   0.05220    123      8     145     16   0.00236   0.08242   0.07916     14      1      16      2   0.00038   0.08686   0.08324      2      0       3      0
1997    24   0.86175   0.02791   0.02752    9031    249    8906    969   0.10532   0.08650   0.08291    772     75     865    197   0.02850   0.05610   0.05457    173     11     201     24   0.00380   0.07466   0.07197     20      2      24      4   0.00064   0.09860   0.09397      4      0       4      0
1997    25   0.81870   0.03760   0.03691    8782    324    8620   1218   0.13364   0.09143   0.08743    946     98    1067    272   0.04114   0.04469   0.04371    237     12     273     35   0.00542   0.06927   0.06695     30      2      34      5   0.00109   0.11543   0.10913      5      1       6      1
1997    26   0.76194   0.05215   0.05082    8458    430    8243   1542   0.16958   0.09421   0.08997   1173    126    1335    369   0.05912   0.04061   0.03980    322     15     369     47   0.00764   0.05934   0.05763     39      3      45      8   0.00173   0.08637   0.08280      8      1       9      2
1997    27   0.69058   0.06848   0.06621    8028    532    7762   1972   0.21172   0.09886   0.09420   1477    165    1673    495   0.08414   0.03685   0.03618    433     18     495     62   0.01110   0.04911   0.04793     52      3      58     10   0.00245   0.10614   0.10079     10      1      12      2
1997    28   0.61048   0.08731   0.08365    7497    627    7183   2503   0.25473   0.10745   0.10197   1843    222    2063    660   0.11594   0.03256   0.03204    580     22     665     80   0.01544   0.04405   0.04310     67      3      75     13   0.00340   0.09629   0.09187     13      1      15      4
1997    29   0.52629   0.10804   0.10250    6870    704    6517   3130   0.29412   0.11320   0.10713   2248    281    2480    882   0.15417   0.03267   0.03215    780     29     888    102   0.02079   0.04024   0.03945     85      4      96     16   0.00463   0.08965   0.08580     16      2      18      5
1997    30   0.44618   0.12033   0.11350    6165    700    5816   3835   0.32152   0.12438   0.11710   2672    356    2865   1163   0.19832   0.03102   0.03055   1032     36    1172    131   0.02776   0.04105   0.04023    111      5     124     20   0.00623   0.07066   0.06825     20      2      23      7
1997    31   0.37636   0.11780   0.11125    5466    608    5162   4534   0.33119   0.13162   0.12349   3015    412    3133   1519   0.24778   0.02846   0.02806   1352     43    1519    167   0.03647   0.03407   0.03350    142      5     158     25   0.00821   0.05959   0.05786     25      2      28      8
1997    32   0.31517   0.11106   0.10522    4858    511    4602   5142   0.32770   0.13169   0.12356   3211    430    3268   1932   0.29908   0.02607   0.02573   1721     49    1897    211   0.04721   0.03170   0.03120    180      6     199     31   0.01084   0.07210   0.06959     31      2      34     10
1997    33   0.26820   0.10542   0.10014    4346    435    4129   5654   0.31238   0.12738   0.11975   3292    422    3312   2362   0.34611   0.02531   0.02500   2102     58    2273    260   0.05930   0.02784   0.02746    223      7     246     37   0.01400   0.05553   0.05403     37      2      40     12
1997    34   0.23307   0.09103   0.08707    3911    341    3741   6089   0.28913   0.11981   0.11304   3305    394    3288   2784   0.38728   0.02295   0.02269   2466     60    2625    318   0.07295   0.02456   0.02426    274      7     298     44   0.01758   0.05424   0.05281     44      3      47     15
1997    35   0.20558   0.07615   0.07336    3571    262    3440   6429   0.26603   0.10495   0.09972   3252    338    3220   3178   0.41877   0.02048   0.02028   2800     60    2934    378   0.08764   0.02134   0.02111    326      7     351     51   0.02198   0.03956   0.03880     51      2      55     17
1997    36   0.18343   0.06339   0.06144    3309    203    3207   6691   0.24560   0.08410   0.08071   3175    265    3149   3516   0.44031   0.01784   0.01768   3078     57    3179    438   0.10280   0.01799   0.01783    379      7     403     59   0.02786   0.03573   0.03511     59      2      62     19
1997    37   0.16579   0.05085   0.04959    3105    154    3028   6895   0.22638   0.06363   0.06167   3114    197    3095   3781   0.45370   0.01430   0.01420   3286     48    3359    495   0.11867   0.01518   0.01506    429      7     449     66   0.03547   0.02956   0.02913     66      2      69     22
1997    38   0.15454   0.03703   0.03636    2951    107    2898   7049   0.20985   0.04442   0.04346   3071    136    3058   3978   0.45917   0.01164   0.01157   3435     41    3482    543   0.13340   0.01248   0.01240    470      6     487     73   0.04304   0.02108   0.02086     73      2      76     24
1997    39   0.14685   0.02822   0.02782    2844     79    2805   7156   0.19758   0.03280   0.03228   3042     99    3033   4113   0.45848   0.00864   0.00860   3530     31    3564    583   0.14641   0.00963   0.00958    504      5     517     79   0.05068   0.01845   0.01828     79      2      81     25
1997    40   0.14016   0.02177   0.02154    2765     60    2735   7235   0.18636   0.02067   0.02046   3022     62    3021   4213   0.45536   0.00636   0.00634   3599     23    3618    614   0.15883   0.00610   0.00608    530      3     540     84   0.05929   0.01210   0.01202     84      1      86     27
1997    41   0.13498   0.01339   0.01330    2705     36    2687   7295   0.17561   0.01203   0.01196   3019     36    3019   4275   0.45036   0.00406   0.00405   3638     15    3649    637   0.17053   0.00464   0.00463    550      3     556     87   0.06852   0.00970   0.00965     87      1      89     28
1997    42   0.13152   0.00830   0.00826    2669     22    2658   7331   0.16695   0.00702   0.00699   3019     21    3019   4312   0.44254   0.00240   0.00239   3660      9    3666    652   0.18165   0.00287   0.00286    562      2     566     90   0.07735   0.00648   0.00646     90      1      91     29
1997    43   0.12737   0.00485   0.00483    2647     13    2641   7353   0.15709   0.00413   0.00412   3020     12    3020   4333   0.43519   0.00134   0.00134   3672      5    3676    661   0.19296   0.00179   0.00179    569      1     571     91   0.08739   0.00355   0.00355     91      0      92     29
1997    44   0.12447   0.00298   0.00297    2635      8    2631   7365   0.14573   0.00182   0.00182   3020      6    3021   4345   0.42726   0.00072   0.00072   3680      3    3681    666   0.20361   0.00075   0.00075    573      0     574     92   0.09894   0.00166   0.00166     92      0      93     29
1997    45   0.12304   0.00142   0.00142    2627      4    2625   7373   0.13589   0.00098   0.00098   3022      3    3023   4351   0.41726   0.00040   0.00040   3683      1    3683    668   0.21363   0.00057   0.00057    575      0     576     93   0.11018   0.00103   0.00103     93      0      93     30
1997    46   0.12371   0.00070   0.00070    2623      2    2622   7377   0.12864   0.00032   0.00032   3023      1    3024   4354   0.40616   0.00015   0.00015   3684      1    3684    670   0.22111   0.00021   0.00021    576      0     577     93   0.12038   0.00048   0.00048     93      0      93     30
